Timestamp,Age,Industry,Job_title,Salary,Additional_compensation,Currency,Other_currency,Country,State,City,Overall_work_experience,Field_years_experience,Education,Gender,Race
2021-05-06T21:31:18.801Z,35-44,Nonprofits,Donor Relations Officer,70500,1000,USD,,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
2021-05-06T21:32:08.570Z,35-44,Library/Archives,Adult Public Services Manager,60000,0,USD,,United States,Ohio,Northeast Ohio suburb,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-06T21:32:13.498Z,45-54,Oil & Gas,Enterprise Risk Manager,160000,50000,CAD,,Canada,,Calgary,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-06T21:40:25.161Z,35-44,Government and Public Administration,Physical Scientist,85500,50000,USD,,United States,Maryland,Gaithersburg,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-06T21:41:18.032Z,25-34,Government and Public Administration,Attorney,72000,0,USD,,United States,District of Columbia,"Washington, DC",5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-06T21:42:13.858Z,25-34,Engineering,Electrical Engineer,83500,500,USD,,United States,Virginia,Chantilly,2 - 4 years,2 - 4 years,College degree,Man,White
2021-05-06T21:47:25.551Z,35-44,Business or Consulting,System Analyst,76000,0,USD,,United States,Florida,Orlando,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-06T21:47:55.393Z,55-64,Engineering,Senior Electrical Engineer,112300,35000,USD,,United States,Ohio,Cleveland,31 - 40 years,31 - 40 years,College degree,Woman,White
2021-05-06T21:50:56.177Z,25-34,Health care,Patient and service coordinator,21800,300,GBP,,United Kingdom,,UK,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-05-06T21:52:04.922Z,35-44,Law,Assistant District Attorney,92000,300,USD,,United States,New York,Upstate New York,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-06T21:57:00.791Z,25-34,"Accounting, Banking & Finance",Senior Auditor,65000,1000,USD,,United States,Florida,Pensacola,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-06T21:57:21.381Z,25-34,Sales,Technical Sales Engineer,90000,10000,EUR,,Germany,,Munich,5-7 years,5-7 years,College degree,Man,White
2021-05-06T21:59:03.740Z,25-34,Law,Staff Attorney,43000,10000,USD,,United States,Oregon,Portland,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-06T21:59:20.372Z,35-44,Law,Associate lawyer,140000,10000,CAD,,Canada,,Winnipeg,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-06T22:00:27.876Z,25-34,Health care,Social Worker,71000,1000,USD,,United States,Illinois,Champaign,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-05-06T22:05:38.650Z,25-34,Nonprofits,Endowment Associate,54000,0,USD,,United States,Maryland,"Washington, DC",5-7 years,2 - 4 years,College degree,Woman,White
2021-05-06T22:06:20.873Z,35-44,Archaeology,Principal Investigator,110000,1000,USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-05-06T22:06:51.146Z,25-34,Nonprofits,Press Secretary,70000,0,USD,,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,White
2021-05-06T22:09:09.353Z,25-34,Government and Public Administration,Analyst,112000,1000,USD,,United States,Virginia,Reston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-06T22:10:18.337Z,25-34,Education (Higher Education),Data Analyst,61000,1000,USD,,United States,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-06T22:14:40.652Z,35-44,Nonprofits,Senior Research Associate,170000,1000,USD,,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,PhD,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-05-06T22:15:12.151Z,25-34,Nonprofits,Grant Writer,36000,300,USD,,United States,New Mexico,Las Cruces,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-06T22:21:48.440Z,25-34,Entertainment,Costume Designer,45000,0,USD,,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-06T22:27:34.944Z,25-34,Nonprofits,Issue Advocacy Manager,35360,1000,USD,,United States,Montana,Bozeman,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-06T22:27:42.538Z,25-34,Law,Attorney Editor,61660,1373,USD,,United States,Minnesota,Eagan,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-06T22:28:18.694Z,25-34,Government and Public Administration,City Administrator,95000,1373,USD,,United States,Minnesota,Hoyt Lakes,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-06T22:28:28.920Z,55-64,Computing or Tech,Manager,120000,0,CAD,,Canada,,Victoria,31 - 40 years,31 - 40 years,Master's degree,Man,White
2021-05-06T22:29:43.369Z,25-34,Business or Consulting,Director,160000,50000,USD,,United States,New Jersey,Hackensack,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-05-06T22:29:49.044Z,35-44,Food and Beverage,Sustainability Manager,100000,50000,USD,,United States,Oregon,Portland,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
2021-05-06T22:30:15.032Z,35-44,Computing or Tech,Program Manager,132000,25000,USD,,United States,Washington,Redmond,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T22:32:13.072Z,18-24,Art & Design,Assistant Creative Director,50000,0,USD,,United States,New York,New York City,1 year or less,1 year or less,College degree,Woman,White
2021-05-06T22:38:10.079Z,25-34,Government and Public Administration,Project Coordinator,69000,0,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,5-7 years,College degree,Man,White
2021-05-06T22:45:01.059Z,25-34,Publishing,Manufacturing Planner/Cost Estimator,56000,0,USD,,United States,Minnesota,New York City,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-06T22:45:12.180Z,25-34,Entertainment,Executive Assistant,72000,3000,USD,,United States,California,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,"Middle Eastern or Northern African, White"
2021-05-06T22:47:18.609Z,25-34,Engineering,Process Engineer,131000,0,USD,,United States,Texas,Corpus Christi,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-06T22:49:00.304Z,35-44,Education (Primary/Secondary),School Counselor,60000,2200,USD,,United States,South Carolina,West Cola,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-06T22:49:19.669Z,25-34,Art & Design,Textile Designer,22000,0,GBP,,United Kingdom,,Perth,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-06T22:49:25.744Z,35-44,Government and Public Administration,Chemist,134782,1000,USD,,United States,Maryland,Montgomery County,11 - 20 years,11 - 20 years,PhD,Man,White
2021-05-06T22:54:38.259Z,35-44,Education (Higher Education),Librarian,72000,1000,USD,,United States,California,Los Angeles,8 - 10 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
2021-05-06T22:55:20.927Z,18-24,Engineering,Associate Process Engineer,85696,1000,USD,,United States,Texas,Corpus Christi,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-06T22:55:43.075Z,35-44,Engineering,Site Sourcing Leader,74000,0,USD,,United States,Texas,Bishop,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T22:56:10.598Z,25-34,Education (Higher Education),Director of Research,45000,0,USD,,United States,Louisiana,Shreveport,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-06T22:59:32.557Z,35-44,"Marketing, Advertising & PR",VP HR & Culture,107000,0,USD,,United States,California,Los Angeles,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-06T23:03:18.843Z,35-44,Education (Higher Education),Clinical Education Specialist,65000,0,USD,,United States,Tennessee,Nashville,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-06T23:04:31.883Z,45-54,Government and Public Administration,Facility Operations Specialist,109000,0,USD,,United States,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-06T23:06:17.896Z,35-44,Education (Higher Education),Director of Admissions,50000,0,USD,,United States,Pennsylvania,Scranton,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-06T23:07:10.398Z,35-44,Law,Paralegal,96000,1000,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T23:07:30.804Z,25-34,Education (Primary/Secondary),Teacher,38600,100,GBP,,United Kingdom,,Greater London,5-7 years,5-7 years,PhD,Woman,White
2021-05-06T23:08:58.190Z,25-34,Social Work,Bilingual Home Visitor,34000,0,USD,,United States,Wisconsin,Madison,31 - 40 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-05-06T23:10:55.780Z,35-44,Education (Higher Education),Associate Director,72000,0,USD,,United States,Texas,Houston,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-06T23:12:08.234Z,45-54,Education (Primary/Secondary),Special Education Teacher,96000,5000,USD,,United States,Massachusetts,Metrowest Boston area,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-06T23:13:35.060Z,25-34,Business or Consulting,Sustainability Consultant,98100,8000,USD,,United States,Ohio,Cleveland,5-7 years,5-7 years,College degree,Woman,White
2021-05-06T23:18:15.822Z,25-34,Nonprofits,Volunteer Manager,75000,8000,USD,,United States,California,San Francisco,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-05-06T23:18:33.478Z,25-34,Government and Public Administration,Solid waste technician,57000,8000,CAD,,Canada,,Whistler,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-06T23:18:40.437Z,35-44,Publishing,Scientific Editor,102000,8000,USD,,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-05-06T23:20:13.298Z,35-44,Computing or Tech,Lead HR Partner,150000,0,USD,,United States,New York,I work from home,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-06T23:20:44.246Z,25-34,Computing or Tech,Marketing Manager,54600,0,CAD,,Canada,,"Kitchener, Ontario",2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-06T23:22:02.428Z,35-44,"Accounting, Banking & Finance",Accounting Manager,113000,40000,USD,,United States,Minnesota,Minneapolis,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-06T23:26:51.628Z,35-44,Health care,Finance Manager,112000,10000,USD,,United States,Florida,Jacksonville,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T23:32:08.921Z,25-34,Biomedical Research,Bioinformatics Engineer,80000,0,USD,,United States,Washington,Seattle,5-7 years,5-7 years,PhD,Woman,White
2021-05-06T23:34:56.644Z,35-44,Education (Higher Education),Director of Communications,67500,0,USD,,United States,Pennsylvania,Bethlehem,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T23:35:41.018Z,35-44,Computing or Tech,Senior Project Manager,125000,32000,USD,,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-06T23:40:05.199Z,45-54,"Accounting, Banking & Finance",CPA,90000,10000,USD,,United States,California,Palm Springs,21 - 30 years,8 - 10 years,Master's degree,Woman,White
2021-05-06T23:42:06.138Z,35-44,Art & Design,Senior Staff,43000,0,USD,,United States,New York,Vestal,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-05-06T23:44:40.714Z,35-44,Engineering,Senior Designer,54000,8000,CAD,,Canada,,Toronto,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-06T23:52:16.858Z,25-34,Biotech,Clinical Laboratory Scientist,113000,10000,USD,,United States,California,South San Francisco,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-07T00:01:12.122Z,55-64,Insurance,Request for Proposal Specialist,61000,5000,USD,,United States,Nebraska,Omaha,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-05-07T00:07:53.984Z,45-54,Government and Public Administration,HR Specialist,41040,5000,USD,,United States,Kentucky,Frankfort,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T00:11:27.829Z,25-34,Computing or Tech,Security Automation Engineer,91000,5000,USD,,United States,Oregon,Portland,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T00:12:15.735Z,25-34,Transport or Logistics,Customer Service Rep/Dispatcher,30000,5000,AUD/NZD,,United States,New Jersey,Westampton,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
2021-05-07T00:16:23.788Z,25-34,Computing or Tech,Engineering Manager,173500,15000,USD,,United States,California,Oakland,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
2021-05-07T00:29:32.738Z,35-44,"Marketing, Advertising & PR",Marketing Manager,113850,4000,USD,,United States,New York,NYC,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-07T00:31:32.166Z,45-54,Computing or Tech,Senior Technical Support Manager,130000,26000,USD,,United States,Oregon,Portland,21 - 30 years,21 - 30 years,College degree,Man,White
2021-05-07T00:33:24.015Z,35-44,Art & Design,Director of Communications,62000,25000,CAD,,Canada,,Vancouver,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T00:36:50.725Z,35-44,Computing or Tech,Data Analyst II,80000,25000,USD,,United States,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-05-07T00:38:54.374Z,25-34,Social Work,Social Worker,75000,25000,CAD,,Canada,,Vancouver,8 - 10 years,2 - 4 years,College degree,Man,White
2021-05-07T00:40:23.334Z,45-54,Government and Public Administration,Children's Librarian,62000,25000,USD,,United States,Texas,Garland,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-07T00:41:23.437Z,25-34,Recruitment or HR,Corporate Recruiter,64000,0,USD,,United States,Arizona,Phoenix,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-07T00:41:50.964Z,35-44,Engineering,Sr. Project Engineer,132000,16000,USD,,United States,California,San Diego,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-05-07T00:43:45.502Z,18-24,Engineering,Software Engineer,175000,135000,USD,,United States,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-07T00:49:01.241Z,25-34,Computing or Tech,Director of Client Success,122000,0,USD,,United States,District of Columbia,"Washington, DC",8 - 10 years,5-7 years,Some college,Woman,Asian or Asian American
2021-05-07T00:49:40.104Z,25-34,Nonprofits,Research Associate,46000,750,USD,,United States,Virginia,Arlington,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T01:04:31.082Z,35-44,"Accounting, Banking & Finance",Accounting Manager,92000,750,USD,,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T01:04:45.589Z,25-34,Computing or Tech,Product Data Analyst,143000,0,USD,,United States,California,San Francisco,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T01:06:07.273Z,35-44,Biotech,Scientist,82000,8200,USD,,United States,Colorado,Arvada,8 - 10 years,5-7 years,PhD,Woman,White
2021-05-07T01:08:51.897Z,35-44,Computing or Tech,Technical Support Engineer,48500,8200,USD,,United States,North Carolina,Raleigh,8 - 10 years,8 - 10 years,Some college,Woman,White
2021-05-07T01:09:46.709Z,25-34,Computing or Tech,QA Specialist,65000,8200,USD,,United States,Montana,Missoula,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T01:16:05.454Z,25-34,Health care,Quality Assurance Analyst,50000,4000,USD,,United States,Georgia,Atlanta,2 - 4 years,8 - 10 years,College degree,Woman,White
2021-05-07T01:24:16.017Z,25-34,"Accounting, Banking & Finance",Senior Administrative Assistant,70000,500,USD,,United States,Virginia,Richmond,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-07T01:27:51.908Z,35-44,Computing or Tech,IT Program Manager,100000,10000,USD,,United States,Washington,Seattle,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-05-07T01:28:02.525Z,25-34,Education (Primary/Secondary),Preschool teacher,26000,0,USD,,United States,Michigan,Traverse City,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-07T01:29:10.494Z,35-44,"Marketing, Advertising & PR",Director of Marketing,68500,0,USD,,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T01:31:22.004Z,25-34,Health care,RN,93000,0,USD,,United States,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-07T01:36:13.152Z,25-34,Retail,Store Manager,70000,40000,USD,,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-07T01:36:27.121Z,25-34,Engineering,Associate Research Scientist,61003,40000,USD,,United States,Illinois,Northwest Chicago suburbs,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-05-07T01:38:48.828Z,55-64,Education (Higher Education),Teacher,60800,0,USD,,United States,Texas,The Woodlands,31 - 40 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T01:43:38.488Z,35-44,Business or Consulting,IT consultant,90000,0,USD,,United States,Wisconsin,Appleton,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T01:52:41.605Z,45-54,Architecture,Project Manager,75000,500,USD,,United States,Colorado,Denver,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-07T01:56:12.080Z,55-64,Government and Public Administration,Administrative Analyst II,99000,0,Other,USD,United States,California,Oakland,31 - 40 years,21 - 30 years,College degree,Woman,White
2021-05-07T01:58:10.212Z,35-44,Computing or Tech,General Manager,320000,700000,USD,,United States,California,San Francisco,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,White
2021-05-07T01:59:00.768Z,35-44,Health care,Manager - Analytics,115000,5000,USD,,United States,Iowa,Des Moines,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T01:59:17.066Z,35-44,Retail,Creative Director,146000,21000,USD,,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Some college,Woman,Another option not listed here or prefer not to answer
2021-05-07T02:14:45.948Z,25-34,Computing or Tech,Field Marketing Specialist,90000,10000,AUD/NZD,,Australia,,Sydney,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
2021-05-07T02:17:19.261Z,45-54,Entertainment,Senior Editor,97000,5000,USD,,United States,New York,New York,21 - 30 years,21 - 30 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-05-07T02:17:47.884Z,25-34,Nonprofits,Registrar,55000,0,USD,,United States,New York,Brooklyn,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T02:23:00.917Z,25-34,Insurance,Actuarial Director,155000,30000,USD,,United States,Connecticut,Bridgeport,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-07T02:25:40.431Z,35-44,Nonprofits,Program Director,75000,5000,USD,,United States,Virginia,Newport News,11 - 20 years,8 - 10 years,Master's degree,Man,White
2021-05-07T02:26:39.594Z,25-34,Nonprofits,Programme Officer for Latin America and the Caribbean - Research and Advocacy,804000,804000,Other,THB,Argentina,,"Bahía Blanca, Buenos Aires, province Argentina",2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-05-07T02:30:48.655Z,55-64,Insurance,Title Officer,60000,5000,USD,,United States,Idaho,Pocatello,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-05-07T02:32:50.215Z,25-34,Insurance,Business Analyst,115500,0,AUD/NZD,NZD,New Zealand,,Auckland,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-07T02:42:05.606Z,35-44,Library/Archives,Head of Adult Services,52500,0,USD,,United States,Michigan,Metro Detroit,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T02:43:40.166Z,35-44,Software,Program Manager,92700,10000,USD,,United States,Oregon,Portland,8 - 10 years,2 - 4 years,Some college,Woman,White
2021-05-07T02:45:46.457Z,25-34,Education (Higher Education),Marketing Director,100000,7000,USD,,United States,Arizona,Tempe,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T02:58:31.533Z,25-34,Education (Higher Education),Recruitment Specialist,70000,0,USD,,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T03:02:01.223Z,25-34,Nonprofits,Manager,70000,0,USD,,United States,New York,New York,5-7 years,5-7 years,College degree,Man,Asian or Asian American
2021-05-07T03:05:53.182Z,35-44,Computing or Tech,Sr. UX Researcher,119500,10000,USD,,United States,Massachusetts,Natick,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-05-07T03:06:48.694Z,25-34,"Accounting, Banking & Finance",Accounts Receivable & Accounts Payable,41500,10000,USD,,United States,Mississippi,Jackson,5-7 years,5-7 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-05-07T03:14:43.775Z,35-44,Business or Consulting,Solutions Consultant,103500,20000,USD,,United States,Wisconsin,Kenosha,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-05-07T03:14:45.399Z,35-44,"Accounting, Banking & Finance",Commercial Lending Credit Manager,150000,20000,USD,,United States,Rhode Island,Providence,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T03:15:09.507Z,35-44,Government and Public Administration,Senior Health Policy Advisor,91000,2500,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T03:19:31.895Z,25-34,Nonprofits,Digital Producer,54000,0,USD,,United States,Minnesota,St. Paul,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T03:20:28.799Z,45-54,Education (Higher Education),Library Supervisor,50580,0,USD,,United States,Washington,Seattle,31 - 40 years,21 - 30 years,College degree,Woman,White
2021-05-07T03:26:39.457Z,35-44,"Accounting, Banking & Finance",CONTROLLER,82500,0,USD,,United States,Minnesota,EDINA,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-07T03:33:19.934Z,35-44,Law,Deputy City Attorney,119547,0,USD,,United States,California,San Diego,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T03:42:44.556Z,25-34,Utilities & Telecommunications,Billing Representative,35000,0,USD,,United States,Wisconsin,Eau Claire,5-7 years,1 year or less,Some college,Woman,White
2021-05-07T03:49:32.975Z,25-34,Engineering,Microbiology Laboratory Manager,78000,0,USD,,United States,Texas,San Antonio,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-05-07T03:58:03.043Z,35-44,,Svp,275000,0,USD,,United States,New York,NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T04:05:05.256Z,25-34,Nonprofits,Member Service Manager,73000,3500,USD,,United States,Minnesota,Minneapolis,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-07T04:05:08.103Z,35-44,Education (Higher Education),Associate Professor,75000,1500,USD,,United States,Pennsylvania,Glenside,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-07T04:22:50.291Z,35-44,"Accounting, Banking & Finance",Tax Accountant,55120,3180,USD,,United States,Wyoming,cody,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-07T04:23:01.874Z,55-64,Law,office manager,55000,0,AUD/NZD,,New Zealand,,hawera,31 - 40 years,21 - 30 years,Master's degree,Woman,White
2021-05-07T04:26:08.385Z,25-34,Hospitality & Events,Facilities Manager,34000,0,GBP,,United Kingdom,,Liverpool,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-07T04:35:32.509Z,25-34,Government and Public Administration,Emergency management advisor,77000,0,AUD/NZD,,New Zealand,,Auckland,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-07T04:38:14.039Z,25-34,Public Health,Epidemiologist,64000,0,USD,,United States,Texas,Dallas,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T04:41:37.042Z,25-34,Government and Public Administration,Data Manager,86000,0,USD,,United States,Washington,Seattle,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T04:52:43.722Z,18-24,Law,Program Coordinator,85000,2500,USD,,United States,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-07T04:56:52.872Z,25-34,Education (Higher Education),Study Abroad Coordinator,49500,3000,USD,,United States,Ohio,Oxford,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T05:06:15.409Z,25-34,Health care,Clinical Pharmacy Manager,208000,0,USD,,United States,California,San Jose,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T05:12:45.835Z,35-44,Education (Higher Education),Laboratory supervisor,30000,0,CAD,,Canada,,Montreal,21 - 30 years,11 - 20 years,College degree,Woman,Asian or Asian American
2021-05-07T05:20:14.107Z,25-34,Education (Higher Education),Research Administration,53000,0,USD,,United States,Kansas,Kansas City,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-05-07T05:27:37.807Z,35-44,"Accounting, Banking & Finance",Director of Experience & Strategy,136000,40000,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T05:27:44.531Z,35-44,"Accounting, Banking & Finance",Director of Experience & Strategy,136000,40000,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T05:29:52.558Z,25-34,Nonprofits,Development Associate,48000,0,USD,,United States,Michigan,Ann Arbor,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-07T05:31:11.002Z,25-34,Education (Primary/Secondary),Special Education Teacher,90757,0,USD,,United States,California,Norco,8 - 10 years,5-7 years,Master's degree,Woman,Asian or Asian American
2021-05-07T05:42:59.852Z,25-34,Insurance,Senior Customer Service Agent,46000,8000,USD,,United States,Michigan,Howell,8 - 10 years,1 year or less,Some college,Woman,White
2021-05-07T05:43:56.265Z,35-44,Law,Paralegal Specialist,100530,8000,USD,,United States,District of Columbia,Washington,8 - 10 years,5-7 years,Master's degree,Man,Black or African American
2021-05-07T06:13:39.723Z,35-44,Education (Primary/Secondary),Teacher,95000,0,CAD,,Canada,,Lacombe,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T06:13:44Z,25-34,Nonprofits,Program Manager,54500,0,USD,,United States,Washington,Seattle,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-05-07T06:15:02.079Z,25-34,Nonprofits,Director of Finance,70000,0,USD,,United States,New York,Buffalo,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-07T06:20:05.253Z,25-34,Computing or Tech,Director of Engineering,195000,0,USD,,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-07T06:32:19.021Z,55-64,Library/Archives,Senior Librarian,71500,0,USD,,United States,North Carolina,Durham,31 - 40 years,21 - 30 years,Master's degree,Woman,White
2021-05-07T06:35:53.263Z,35-44,Computing or Tech,Senior Software Engineer,103000,3000,USD,,United States,Ohio,Cleveland,21 - 30 years,2 - 4 years,Some college,Non-binary,White
2021-05-07T06:42:01.151Z,18-24,Health care,Clinic assistant,40000,3000,USD,,United States,Minnesota,St. Paul,2 - 4 years,1 year or less,Some college,Man,White
2021-05-07T06:51:57.175Z,25-34,"Accounting, Banking & Finance",Receptionist,45000,3000,CAD,,Canada,,Vancouver,8 - 10 years,8 - 10 years,High School,Woman,White
2021-05-07T06:53:01.295Z,35-44,Health care,Social Worker,81000,0,USD,,United States,Oregon,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T06:57:03.173Z,45-54,Media & Digital,Associate Marketing Director,100017,5000,USD,,United States,New York,New York,21 - 30 years,5-7 years,Master's degree,Woman,White
2021-05-07T07:05:59.199Z,45-54,Consumer Packaged Goods,Procurement manager,145000,15000,USD,,Switzerland,,Zurich,11 - 20 years,8 - 10 years,Master's degree,Woman,White
